text,language
binalangkat,tagalog
madestino,tagalog
hapit,tagalog
tire,ilocano
pakyas,cebuano
ipagpatawad po ninyo,tagalog
darag-is,tagalog
Kamusta naman?,taglish
sampiyun,cebuano
parrot,ilocano
habul,cebuano
bakho,cebuano
ikagipit,tagalog
pagpaanod,cebuano
languyin,tagalog
liigan,tagalog
yantas,cebuano
buhanginan,tagalog
ginamit,cebuano
bulitin,tagalog
mamustura,tagalog
tuwaytúway,cebuano
magkawkaw,tagalog
pamuuin,tagalog
tuybù,cebuano
buyún,hiligaynon
nurse,ilocano
patalastas sa pagkamatay,tagalog
mabatikos,tagalog
haluag,cebuano
balasing,tagalog
sárwal,hiligaynon
magsabuyan,tagalog
once,cebuano
mapatanim,tagalog
pagguba,cebuano
nahahawig,tagalog
maglilip,tagalog
talisik,tagalog
pakikinig,tagalog
kondisyunal,tagalog
banatan,tagalog
labas-masok,tagalog
kortapluma,tagalog
hinarákhak,hiligaynon
hindi mahusay,tagalog
pasiglahin,tagalog
reprimand,ilocano
suring-aklat,tagalog
humbis,cebuano
paghihikab,tagalog
estimulo,tagalog
magahi,cebuano
giniling na mais,tagalog
pagpairog,cebuano
duraan,tagalog
Maranaw,cebuano
ipahiram,tagalog
bumambo,tagalog
kastur úwil,cebuano
baut,cebuano
tulsok,tagalog
húmon,hiligaynon
sistema ng pagtunaw,tagalog
sukol,tagalog
talakan,tagalog
kaigsuonang mga lalaki,cebuano
abitsuwelas,tagalog
fálta,hiligaynon
bashuy,cebuano
átad,cebuano
lawn,ilocano
buntun-bunton,tagalog
amirikanayis,cebuano
sindak,tagalog
pagpulot,cebuano
magpakahusay,tagalog
síngit,cebuano
hakad,cebuano
kumiri,tagalog
palbog,tagalog
ka-,cebuano
umakyat,tagalog
matahimik,tagalog
sunugan,cebuano
pakawalan,tagalog
kum-ut,cebuano
kulus,cebuano
tabunuk,cebuano
pangawat,cebuano
kasairan,tagalog
"alisdan, alisdi",cebuano
sag-ilay,cebuano
pálas,cebuano
sugba,cebuano
matimpi,tagalog
aksidente,tagalog
utang kabubot-on,cebuano
ganting-suntok,tagalog
mangungulaw,tagalog
kaugnayan,tagalog
kaharap,tagalog
saling-it,cebuano
lansíta,cebuano
ugáy,hiligaynon
malito,tagalog
alakan,tagalog
bathálà,hiligaynon
magrekisa,tagalog
símba,hiligaynon
timba,cebuano
maamoy,tagalog
kuripot,cebuano
gaudy,ilocano
samad,cebuano
mandudukot,tagalog
silíng,hiligaynon
malasin,tagalog
interes,tagalog
hamô,hiligaynon
paglapas,cebuano
pinag-aralan,tagalog
igarahe,tagalog
mapagpalamang,tagalog
four,ilocano
ayay,cebuano
pursir,cebuano
dunggan,cebuano
dulain,tagalog
"búsgan, búsgon",hiligaynon
tiguman,cebuano
manlilok,tagalog
meek,ilocano
gulukan,tagalog
pruspirar,cebuano
kapasikaran,cebuano
bantugan,cebuano
sóso,hiligaynon
bukluran,tagalog
apropyasyon,tagalog
reduplicate,ilocano
isalipot,tagalog
"baraw, báraw",cebuano
galong,tagalog
hira,tagalog
nauuso,tagalog
walang-sakit,tagalog
balantay,tagalog
magkasanggol,tagalog
sariwa,tagalog
sulo,cebuano
patiyempo,tagalog
tugob,cebuano
hurúng,hiligaynon
napakaligaya,tagalog
igig,tagalog
karima-rimarim,tagalog
badyet,cebuano
ipatinda,tagalog
kama ng lupa,tagalog
suat,tagalog
magbunganga,tagalog
pailub,cebuano
ulan,cebuano
bukbok,tagalog
bisan,cebuano
hisáyod,hiligaynon
umato,tagalog
makipagkapwa,tagalog
ayudahan,tagalog
Hisus,cebuano
pagtampalas,cebuano
diyipni,tagalog
nakabibingi,tagalog
istíping,cebuano
kahinayan,tagalog
ilura,tagalog
"baba, bába",cebuano
baril,cebuano
himatikdan,cebuano
tiltil,tagalog
kubyertos,tagalog
kwáku,cebuano
iuli,cebuano
liitan,tagalog
mga dinaogan,cebuano
nadawat,cebuano
hapit,cebuano
hulong,cebuano
pabugahin,tagalog
mamali,tagalog
sangputanan,cebuano
dudoso,tagalog
lalanghutan,tagalog
sikmat,cebuano
rimulatsa,cebuano
oral,ilocano
hapsay,cebuano
iyang kaugalingon (lalaki),cebuano
Australia,tagalog
dumami,tagalog
barbíru,cebuano
salíp-ong,hiligaynon
kombento,tagalog
litok,cebuano
dili garboso,cebuano
súta,cebuano
tuhuy,cebuano
may-kaalaman,tagalog
ngusngus,cebuano
brilyu,cebuano
kakapoy,cebuano
hingilin,cebuano
manikiyur,cebuano
silabo,tagalog
latundan,cebuano
puspuro,tagalog
lay,cebuano
lining,tagalog
banóg,hiligaynon
balaoron,cebuano
magpabulaan,tagalog
rása,hiligaynon
anhi,cebuano
pagbabawa,tagalog
may-pileges,tagalog
igsilimhot,cebuano
unud,cebuano
lambis,tagalog
lugpit,cebuano
pagpapaupa,tagalog
súbsub,hiligaynon
sisi,tagalog
salmuníti,cebuano
yugtù,cebuano
garboso,cebuano
paglalahad,tagalog
hinakí,hiligaynon
sarang,cebuano
pagsusulsi,tagalog
sulimbad,cebuano
humagad,tagalog
mutyaanon,cebuano
di-normal,tagalog
makatakod,cebuano
pamamagakpak,tagalog
ángat,cebuano
karpit,cebuano
magpamangha,tagalog
drape,ilocano
humagibis,tagalog
taráha,cebuano
pawn,ilocano
sáyaw,hiligaynon
naibabagay sa mga pangyayari,tagalog
trangkahan,cebuano
mapangahason,cebuano
up,cebuano
putulan,tagalog
ali,cebuano
atrasar,cebuano
istúpa,cebuano
pasalinan,tagalog
bun buyids,cebuano
pagsubad,cebuano
bordáhi,hiligaynon
higanti,cebuano
kuta,cebuano
manaambal,cebuano
rekomendado,tagalog
pampatigas,tagalog
panina,tagalog
kalumpit,cebuano
buntot,tagalog
mababad,tagalog
salíut,cebuano
bogo,cebuano
wala'y labot kun,cebuano
paglain,cebuano
hupa,tagalog
bastagan,tagalog
muta,tagalog
kamadutsay,cebuano
sisip,tagalog
kumpas,tagalog
kauban,cebuano
kuráyut,cebuano
ako,cebuano
tualya,cebuano
bilyanu,cebuano
hinahangad,tagalog
salakay,tagalog
sagangat,cebuano
silot,cebuano
kabukabu,cebuano
buláknit,hiligaynon
habagátnan,hiligaynon
kinsa,cebuano
kaktel,cebuano
malapason sa balaod,cebuano
hagakhak,tagalog
pagkurap,tagalog
bágnas,hiligaynon
benggansa,tagalog
peddler,ilocano
hások,hiligaynon
altar,ilocano
kalimbongan sa panumpa,cebuano
matudla,tagalog
nakasangkapan,tagalog
malagata,tagalog
kamira,cebuano
lilis,tagalog
paganap,tagalog
súp-ay,hiligaynon
miscellaneous,ilocano
ápul,cebuano
lagdas,cebuano
masaklapan,tagalog
"pangan, pángan",cebuano
kutunan,tagalog
gruesa,tagalog
lahus,cebuano
spectacular,ilocano
maghumigit-kumulang,tagalog
tukador,tagalog
systematic,ilocano
maglaway,tagalog
balayoón,hiligaynon
kapay,cebuano
pasalihan,tagalog
burínga,hiligaynon
nervous,ilocano
lumlumanan,cebuano
order,ilocano
banila,tagalog
alon,tagalog
sa taktika,cebuano
maluguton,cebuano
naandan,cebuano
maapula,tagalog
sábuy,cebuano
kinatumyan,cebuano
táuk,cebuano
kumpirma,cebuano
contents,ilocano
hunáy-hunáy,hiligaynon
towel,ilocano
kabtangan,cebuano
kabitan,tagalog
ginlaw,cebuano
pagsulti,cebuano
lit-ad,cebuano
tsok,tagalog
pangindig,cebuano
kalmutin,tagalog
wásing,cebuano
bidingan,tagalog
dayangdayang,tagalog
damulag,tagalog
íbì,cebuano
pilihin,tagalog
imbulsahan,tagalog
brik,cebuano
agulo,cebuano
tabíd,hiligaynon
mawaldas,tagalog
bolánte,hiligaynon
manintabos,cebuano
balikhaw,cebuano
baliktaran,tagalog
paghawa,cebuano
pang-isa,tagalog
lawalawa,tagalog
agup-op,cebuano
kaarisgahan,tagalog
patong lalaki,tagalog
magago,tagalog
pagkabkab,tagalog
kasaliwaan,tagalog
ihambing,tagalog
pagbiya,cebuano
tíra,cebuano
represko,tagalog
imbraimatsu,cebuano
tanga,cebuano
byúuk,cebuano
kamalipayon,cebuano
medyan,tagalog
mangatal,tagalog
misyon,tagalog
bulwang,tagalog
magpadalus-dalos,tagalog
kaliksihan,tagalog
usab,cebuano
pasamano,tagalog
sugat,cebuano
pagkapailalim,tagalog
pagpapalibing,tagalog
disembarke,tagalog
stove,ilocano
sumala sa,cebuano
obrero mamumuo,cebuano
pagkaligalig,tagalog
palaisdaan,tagalog
imbaw,tagalog
manamambal,cebuano
magpasikat,cebuano
suyurin,tagalog
dahumpalay,tagalog
pangáhas,cebuano
pakisayud,cebuano
pagtakhan,tagalog
manlapastangan,tagalog
iksemsiyon,tagalog
paghinumdom,cebuano
buhanghang,cebuano
humran,cebuano
apelasyon,tagalog
magsiyuting,tagalog
mintis,tagalog
bitik,cebuano
hinihingi ng regulasyon,tagalog
pagkita,cebuano
bupanda,tagalog
nightmare,ilocano
talko,tagalog
hina,tagalog
miyentras,tagalog
magbaklad,tagalog
pahiramin,tagalog
pasakyan,tagalog
magkrokis,tagalog
moldihin,tagalog
duot sa katawhan,cebuano
ngitian,tagalog
malabanu,cebuano
pagkaseryo,tagalog
maudto-udto na,cebuano
langaw,cebuano
lápaw,cebuano
depensor,tagalog
nagdudumami,tagalog
kúkuk,cebuano
bíngkit,hiligaynon
"sápyod, sapyód",hiligaynon
toldang indyan,cebuano
bungbung,cebuano
likom,tagalog
bugtaw,cebuano
maasahin,tagalog
pag-iipun-ipon,tagalog
pasyensiya,tagalog
rondilyo,tagalog
mag-uho,tagalog
balani,tagalog
bákas,hiligaynon
húngkoy,hiligaynon
murumúru,cebuano
sting,ilocano
ligwa,cebuano
dilingkuwensiya,tagalog
sabwatan,tagalog
ibilanggo,cebuano
simangot,tagalog
húgut,hiligaynon
alkohol,tagalog
balag,tagalog
kaskas,tagalog
pakaon,cebuano
pagbutbot,tagalog
nagdadala,tagalog
ipabuwal,tagalog
patok,tagalog
irisipilas,cebuano
hinaing,tagalog
pribada,tagalog
mga aritis,cebuano
magbugbugan,tagalog
gáray,cebuano
kabuhian,cebuano
daisan,tagalog
hilig,cebuano
talagsaon,cebuano
siya (babaye),cebuano
person,ilocano
hadígi,cebuano
pasanin,tagalog
tuklas,cebuano
sarótsot,hiligaynon
pagbasag,cebuano
madilaabon,cebuano
liripin,tagalog
lumapa,tagalog
sín,cebuano
gam-ul,cebuano
kadimigan,tagalog
pagsulay,cebuano
gulípat,hiligaynon
magkaayon,tagalog
tsansa,cebuano
swítik,cebuano
udót-udót,hiligaynon
kusog,cebuano
pakigdait,cebuano
sentimos,cebuano
pasinaya,tagalog
salo-salo,cebuano
gamáting,cebuano
ampiyas,tagalog
bugok,cebuano
palangga tika,cebuano
dumura,tagalog
ubanin,tagalog
sagsagan,tagalog
talku,cebuano
pagkamasagwa,tagalog
tayutay,tagalog
sayal,cebuano
marsútu,cebuano
pagtutusok,tagalog
siglu,cebuano
katipunan,cebuano
maglabra,tagalog
makiyutang-natawhan,cebuano
hasol,cebuano
loko,tagalog
limbungan,cebuano
betubeto,tagalog
katalasan ng isip,tagalog
bapor na panghila,tagalog
hingágaw,hiligaynon
pagtakam,tagalog
maghatag,cebuano
tarsan,cebuano
pagalakin,tagalog
ugsarán,hiligaynon
ilanglang,tagalog
esposo,tagalog
ipagpalit,tagalog
mas lawum,cebuano
mag-abono,tagalog
papamulahin,tagalog
sutea,tagalog
tubo sa dapit,cebuano
pag-aasawa,cebuano
mapag-ayos,tagalog
maras-haras,cebuano
duyan,cebuano
nineteen,ilocano
dinner,ilocano
líla,cebuano
ságap,hiligaynon
ikahadlok,cebuano
pasaglit-saglitin,tagalog
bigkasan,tagalog
paghihikap,tagalog
sonanoy,cebuano
kaprangkuhan,tagalog
"lúwis, lúwist",cebuano
inom,tagalog
kinuroskuros,cebuano
hurry,ilocano
simbal,cebuano
abunansiya,cebuano
bugway,cebuano
tukog,cebuano
haduol sa,cebuano
presiyon,tagalog
gà,cebuano
kulangkulang,cebuano
dagan,cebuano
rason,tagalog
copy,ilocano
pagkamasugid,tagalog
napaksi,cebuano
kababayan,tagalog
relikya,tagalog
dumaras,tagalog
balniing higom,tagalog
kumpas,cebuano
lang didto,cebuano
agáwun,cebuano
ni,cebuano
"pangapang, pangápang",cebuano
both,ilocano
sukod,cebuano
bumasag,tagalog
maya,cebuano
galpong,tagalog
binhud,cebuano
trimistri,cebuano
hingalo,tagalog
hagdanan,cebuano
gabayan,cebuano
halatain,tagalog
paguluhin,tagalog
honós-hónos,hiligaynon
iuntog,tagalog
bintanilya,cebuano
ipili,tagalog
banay,cebuano
magsapalaran,tagalog
Amerika,tagalog
repineriya,tagalog
pili,tagalog
búgtong,hiligaynon
alerdyik,tagalog
bándog,hiligaynon
kanastru,cebuano
bagtuk,cebuano
"ilimintári, ilimintarya",cebuano
bingal,cebuano
baháda,cebuano
nag-umog,cebuano
confirmation,ilocano
katun-as,cebuano
hilimosón,hiligaynon
pagpahulam,cebuano
kalagiw,cebuano
himaya,cebuano
humimas,tagalog
uyon,cebuano
muok,tagalog
gamit na mineral,tagalog
magsanib-sanib,tagalog
sakit sa likud,cebuano
duslit,cebuano
apog na galing sa bulaklak ng bato,tagalog
kamahalan,tagalog
magkasa,tagalog
kumpadri,cebuano
ságdan,hiligaynon
limbungan,cebuano
mansera,tagalog
mapag-alang-alang,tagalog
glowing,ilocano
pagkakahalo,tagalog
pamalag,cebuano
pangutan-a,cebuano
sagut-sagutin,tagalog
exist,ilocano
pamamadya,tagalog
lubha,tagalog
karsada,cebuano
walang-kawawaan,tagalog
yanà,cebuano
aliktiya,tagalog
guho ng lupa,tagalog
naasoy,cebuano
lí,cebuano
ipagpalagay,tagalog
sugmat,cebuano
tagu-tagunton,tagalog
esperto,tagalog
pumiyak,tagalog
lihukan,tagalog
mananambal sa sakit sa mga bata,cebuano
tumitusus,cebuano
nakalantad,tagalog
humot,cebuano
tipas,cebuano
mamahal,tagalog
bulítas,cebuano
duranti,cebuano
rendi,tagalog
simbad,tagalog
limúk,cebuano
holágting,hiligaynon
ipatawag,tagalog
mayonesa,tagalog
forbidden,ilocano
tago,cebuano
tatas,tagalog
pagsinta,tagalog
parmasyutika,cebuano
mapagbuko,tagalog
lunaw,tagalog
duol,cebuano
haláwig,cebuano
kurtina,tagalog
magpagalak,tagalog
galamiton,cebuano
malayog,cebuano
tagubilinan,tagalog
sanctity,ilocano
magdadaog,cebuano
maláyang,cebuano
tinugyanan,cebuano
tubig na maaaring inumin,tagalog
angga,cebuano
chicken flea,ilocano
mahalal na muli,tagalog
libkas,cebuano
pasya,cebuano
tumpag,cebuano
abandúnu,cebuano
panálang,cebuano
mapalulong,tagalog
gawiin,tagalog
itak,tagalog
pulo,cebuano
palambutin,tagalog
mapag-ka-malian,tagalog
manggagabot,tagalog
bumaliw,tagalog
tsitsaron,tagalog
malagpakan,tagalog
bakóg,hiligaynon
pulut,cebuano
lagtang,cebuano
tulingan,cebuano
carry,ilocano
lunok,tagalog
pasarapan,tagalog
payagan,tagalog
hilatsa,tagalog
multicolor,tagalog
labanan,cebuano
part,ilocano
bumalibang,tagalog
gusto,cebuano
melukuton,cebuano
mulo,cebuano
konsiyerto,tagalog
halaw,tagalog
búsbus,hiligaynon
takba,cebuano
puna,tagalog
elapse,ilocano
linger,ilocano
lusay,cebuano
kasangay,tagalog
matubayon,cebuano
spit,ilocano
grill,ilocano
ipa,cebuano
malumoy,cebuano
baybay,cebuano
urdín,cebuano
pagbutog,cebuano
pinasimang,cebuano
sungkod,cebuano
lantsang panghila,tagalog
alimuot,cebuano
matalim,tagalog
sagúnsun,hiligaynon
yumaya,tagalog
pagkagod,cebuano
aburiduhin,tagalog
insurekto,tagalog
bakbak,cebuano
bugawin,tagalog
pigurin,cebuano
nag-,cebuano
pragáta,cebuano
simbug,cebuano
dagasdas,cebuano
búngkras,hiligaynon
tasngà,cebuano
káun,cebuano
utaw,cebuano
Purdyos,tagalog
asuwang,tagalog
Miyerkules ng abo,tagalog
utmost,ilocano
dahil,tagalog
A.D.,cebuano
silab,cebuano
pagbati,tagalog
angkla,cebuano
igayahin,tagalog
ginadili,cebuano
pagpulupot,tagalog
tuong,cebuano
alis,tagalog
bakla,tagalog
tanga,tagalog
halu-halo,tagalog
brotse,tagalog
tílang,cebuano
paghimo,cebuano
pugalan,tagalog
araw na kasunod,tagalog
pamalis,tagalog
binuligáy,hiligaynon
lipat,cebuano
lingguwista,cebuano
pondo,tagalog
máha,cebuano
lantsa,cebuano
kiropodis,tagalog
labradorita,tagalog
kasamok,cebuano
pamalila,tagalog
bus,cebuano
pagyari sa kamay,tagalog
umaagi,cebuano
lukal,cebuano
blúwir,cebuano
maglambing,tagalog
nagahulat,cebuano
buntog,cebuano
bodabil,tagalog
mahinuktukon,cebuano
traktor,tagalog
agi,cebuano
talabunyian,tagalog
tipirin,tagalog
saramáylo,hiligaynon
pagtanan,tagalog
painom,tagalog
himungsíyù,cebuano
panghukbo,tagalog
pagkuskus,tagalog
magmalaki,tagalog
silahis,tagalog
pagbulhot,cebuano
búgaw,hiligaynon
pagkawalang-bahala,tagalog
ablihan,cebuano
magdiskuwento,tagalog
banday,cebuano
basuhin,tagalog
bud,ilocano
pinya,cebuano
saoló,hiligaynon
pangkapatiran,tagalog
legal,ilocano
ilulan,tagalog
hayop na may supot sa tiyan,tagalog
"rikurída, rikurídas",cebuano
dunggoanan,cebuano
distiyíru,cebuano
arastre,tagalog
maralita,tagalog
magbubukid,tagalog
bugnaw,cebuano
apain,tagalog
magparehistro,tagalog
bana,tagalog
masamang panig,tagalog
hiplos,cebuano
kulung,cebuano
lastiko,cebuano
malulain,tagalog
laba,cebuano
may-tagpi,tagalog
ulut,cebuano
pantun,cebuano
lunak,tagalog
mapatuwad,tagalog
maaga,tagalog
engkahe,tagalog
kilála,cebuano
pulpol,cebuano
gárbo,hiligaynon
magaan,tagalog
Istrontiyum,tagalog
pagligoy,cebuano
inila,cebuano
naniw,cebuano
paglagakan,tagalog
dikit,cebuano
patulugin,tagalog
binyagan,tagalog
napakasaya,tagalog
buluk,cebuano
sing,hiligaynon
makinaadmanon,cebuano
negosyo,cebuano
papanghinain,tagalog
isturya,cebuano
dalahin,tagalog
puka,tagalog
minugbong sinulat,cebuano
hára,cebuano
magdalang-gulat,tagalog
kagiw,cebuano
hiniwang unod sa baka,cebuano
communication,ilocano
paghanas,cebuano
buhaghagin,tagalog
mapalundag,tagalog
maarira,tagalog
maong,cebuano
makan,tagalog
envious,ilocano
adyos,cebuano
yakal,tagalog
sinturon,cebuano
hayag na lihim,tagalog
panumpa og bakak,cebuano
murmur,ilocano
nagkasabot,cebuano
maghahasa,cebuano
atis,cebuano
igwit,cebuano
sa pagkatinuod,cebuano
tibul,cebuano
manghahasik,tagalog
klats,tagalog
dili kalikayan,cebuano
mausikon,cebuano
may-basag,tagalog
luksung-lubid,tagalog
kabina,cebuano
masayap,tagalog
menace,ilocano
tauban,tagalog
miyembro,cebuano
hamíl,hiligaynon
absorb,ilocano
itagal,tagalog
lagpas,tagalog
takad,tagalog
samsuman,cebuano
pagtrabahuhin,tagalog
paggamit,cebuano
pagkaapi,tagalog
sabut-sabut,cebuano
paghahandog,tagalog
súbà,hiligaynon
hidkwartir,cebuano
tibuláag,cebuano
nurse,tagalog
maalam,cebuano
búngkol,hiligaynon
matag adlaw,cebuano
tanan-tanan,cebuano
tumukop,tagalog
manghipo,tagalog
buntis,cebuano
pangidlap,cebuano
act,ilocano
pahuwayanan,cebuano
tinabla,cebuano
balaskugáy,hiligaynon
pamatasan,cebuano
bulwang,cebuano
dedikado,tagalog
tanug,cebuano
magpakasal,tagalog
kabakasan,tagalog
nilukba,tagalog
plantsang de-koryente,tagalog
asado,tagalog
itoka,tagalog
leprosi,tagalog
makabingwit,tagalog
silaba,tagalog
patawad,tagalog
ulingíd,hiligaynon
nakapirme,tagalog
pag-amin,tagalog
kabubut-on,cebuano
dingy,ilocano
halikwat,tagalog
memorya,tagalog
unahan,cebuano
korona,cebuano
pangutana,cebuano
halanghag,cebuano
pag-inat,cebuano
barirá,hiligaynon
yíru,cebuano
magabukan,tagalog
kabas,cebuano
saluhan,tagalog
pambatas,tagalog
bunlud,cebuano
ambong,cebuano
buktut,cebuano
batas,tagalog
radyo,cebuano
walang-lakas,tagalog
walang-kapararakan,tagalog
látak,cebuano
pagdali,cebuano
sugbahanan,cebuano
pagdidilig,tagalog
takdo,cebuano
kabibit,cebuano
pagkaministro,tagalog
Taupo,tagalog
sink,tagalog
magbalasa,tagalog
risidinsiya,cebuano
magpatuwa,tagalog
bidya,tagalog
konstruksiyon,tagalog
hangut,cebuano
suyo,tagalog
tig-isa,tagalog
milisya,tagalog
panday sa puthaw,cebuano
ahinghu,cebuano
bulálung,cebuano
mapakita,tagalog
pag-alsa,cebuano
kaugalíngun,cebuano
armas,cebuano
pagamutan,tagalog
kalayuan,tagalog
lawak kaligoanan,cebuano
saiang pagpatay,cebuano
ahat nga paghimugso,cebuano
kathain,tagalog
suáy-súay,hiligaynon
sibág-síbag,hiligaynon
few,ilocano
baskit,cebuano
pulo,tagalog
diyan,tagalog
deretsahan,tagalog
broth,ilocano
gibikan,tagalog
sawa,tagalog
sampil,cebuano
tabákò,hiligaynon
diadtu,cebuano
pinalabi,cebuano
búnal,hiligaynon
kalipong,cebuano
tsikut,cebuano
bumiwas,tagalog
kausapin,tagalog
magpahanga,tagalog
bestow,ilocano
Padre,tagalog
"bakyâ, bákyà",hiligaynon
kaligutgut,cebuano
lumba sa pamugsay,cebuano
kanhi,cebuano
hinlit,cebuano
modernista,tagalog
babaylan,cebuano
zonification,ilocano
wean,ilocano
masimási,cebuano
dalaygon,cebuano
namansahan sa dugo,cebuano
scheme,ilocano
bulos,tagalog
paghimog,cebuano
dutsa,tagalog
pamata,tagalog
lap,ilocano
latitud,tagalog
nígu,cebuano
pasta,cebuano
rekonsilyasyon,tagalog
sikat,tagalog
kabulastugan,tagalog
magpatawad,tagalog
lipatan,tagalog
eject,ilocano
putahe (mga -),tagalog
pumalakol,tagalog
mangasim,tagalog
binuhat,cebuano
latung,cebuano
biru-biruin,tagalog
taning,tagalog
ihalal,tagalog
sayaw,cebuano
hating-globo,tagalog
utaw,tagalog
ugom pagsulti,cebuano
mamamayan,cebuano
santan,tagalog
Tayo na,tagalog
palikoliko,cebuano
yano,cebuano
tulutan,tagalog
magpasiya,tagalog
puno,cebuano
"Hi!, Hi!",tagalog
kulit,cebuano
eskapularyo,tagalog
guwantis,cebuano
sampuang ulitin,tagalog
kratsis,cebuano
barnis,cebuano
sulírap,cebuano
oktabo,tagalog
acknowledge,ilocano
mananghalian,tagalog
pangkasa,tagalog
tuko,tagalog
wáling,hiligaynon
batidór,hiligaynon
day,ilocano
kinaiya sa ulo,cebuano
pumoon,tagalog
húlab,cebuano
bitarin,tagalog
lalong mabuti,tagalog
paingkang-ingkang,tagalog
mga kinapon,cebuano
iskina,tagalog
nagngulob,cebuano
lupigin,tagalog
kutang,cebuano
mapanimaslon,cebuano
sampuraduhin,tagalog
maze,ilocano
managinip,tagalog
dupa,cebuano
palitin,tagalog
dyampingkuy,cebuano
mahuli,tagalog
hayumahin,tagalog
bagdoy,cebuano
magtanod,tagalog
imong,cebuano
ubús,hiligaynon
gúrung,hiligaynon
kapulungang-bansa,tagalog
kálids swing,cebuano
kabalyíti,cebuano
panunuluyan,tagalog
katalagman,cebuano
dukdok,tagalog
punoan,cebuano
pagpapamana,tagalog
bilanggo,cebuano
dri,cebuano
udók,hiligaynon
ikalula,tagalog
pagtubig,cebuano
"tuub, túub",cebuano
bagtas,tagalog
kurutin,tagalog
yuta,cebuano
kanta,cebuano
katunog,tagalog
bakawan,tagalog
paon,cebuano
pindan,tagalog
sungo,cebuano
pagdayuhan,tagalog
bilyard,cebuano
pagsupil,cebuano
bingit,cebuano
gitara,tagalog
makasunok,tagalog
dam-ag,cebuano
dili,cebuano
agiw,tagalog
resemble,ilocano
nobyo,cebuano
balabáwon,hiligaynon
knell,ilocano
bulkas,cebuano
pamamangos,tagalog
pabulukin,tagalog
wuk-áwut,cebuano
sulang,cebuano
karampot,tagalog
paratingin,tagalog
himbis,cebuano
disgusto,tagalog
aparador,tagalog
pagsisingasing,tagalog
konsertina,tagalog
magkatotoo,tagalog
mabalahibo,tagalog
sinipi,tagalog
taliwala,cebuano
mapanupil,tagalog
kúgun,cebuano
katalik,tagalog
lunademiyel,tagalog
gabas,cebuano
solóng,hiligaynon
hílam,cebuano
Indiyan,tagalog
komodo,tagalog
Kastelyano,tagalog
nabuang,cebuano
niwang,cebuano
nobisyado,tagalog
úlang,hiligaynon
rub,ilocano
kabisadahan,tagalog
balbag,cebuano
katesismo,tagalog
tabríya,hiligaynon
síbu,cebuano
karong bag-o,cebuano
pamúg,cebuano
iupo sa katungkulan,tagalog
kaliksi,cebuano
magsisilbi,cebuano
"nubátu, nubátus",cebuano
bangkaw,cebuano
umigtad,tagalog
abat,cebuano
model,ilocano
eskombro,tagalog
batáyan,cebuano
lumba,cebuano
bítad,hiligaynon
karsunsilyu,cebuano
Bismut,tagalog
kini,cebuano
maglarawan sa isip o diwa,tagalog
himili,cebuano
may-akda,tagalog
spacious,ilocano
ordenansyon,tagalog
bínta,hiligaynon
mag-uling,tagalog
imbot,tagalog
sigam,tagalog
balulangin,tagalog
La!,tagalog
yapos,tagalog
umutot,tagalog
lamba,tagalog
parehas sa,cebuano
pagtao,tagalog
magdahon,tagalog
isakbat,tagalog
buurin,tagalog
pisar,cebuano
mangako,cebuano
memorya,cebuano
circumstances,ilocano
mainit,cebuano
ikahiya,tagalog
puno ng ubas,tagalog
bunyun,cebuano
magmunakala,tagalog
lagudlágud,cebuano
ikapit,tagalog
kumagko,cebuano
tiglingaw,cebuano
buso,tagalog
kulasisi,tagalog
pagbabaka,tagalog
magpasama ng loob,tagalog
kárang,cebuano
lagunot,tagalog
taeb,tagalog
kaabtik,cebuano
pagsuot,tagalog
barogóok,hiligaynon
sukámud,cebuano
putakti,tagalog
kalumatan,tagalog
makabibihag,cebuano
yungatyúngat,cebuano
buntalán,hiligaynon
kalambato,tagalog
pagbitay,cebuano
interna,tagalog
balantitúon,hiligaynon
pisot,tagalog
pampaantok,tagalog
disispirádu,cebuano
umikot,tagalog
eukalipto,tagalog
masalat,tagalog
giant,ilocano
magbola,tagalog
pagparunggitan,tagalog
kauban,cebuano
ngámig,cebuano
pidlap,cebuano
himul,cebuano
postre,tagalog
sún-ad,hiligaynon
hungot,cebuano
malungtaron,cebuano
tiúrus,cebuano
wala labwi,cebuano
companionship,ilocano
pagyuko,tagalog
ngumatngat,tagalog
tupian,tagalog
batasan,cebuano
yámat,cebuano
nakadikit,tagalog
bounty,ilocano
silbato,cebuano
lukanot,tagalog
matining,tagalog
Cantonese,tagalog
binilo,tagalog
balíli,cebuano
nagpatay,cebuano
adngan,cebuano
sígpit,hiligaynon
paglikay,cebuano
plú,cebuano
magsama-samang muli,tagalog
shy,ilocano
kawastuan,tagalog
mapademanda,tagalog
respetuhan,tagalog
ramúsot,hiligaynon
ubi,tagalog
benggansahin,tagalog
weed,ilocano
halili,tagalog
salapid,cebuano
manaul,cebuano
slave,ilocano
pagsusi,cebuano
traitor,ilocano
pabrika,cebuano
piang,cebuano
mamun,cebuano
marunong,tagalog
alyen,tagalog
di-lihim,tagalog
walang-pagbabalatkayo,tagalog
pakana,tagalog
tungason,cebuano
hingbangon,cebuano
salimbágat,cebuano
minuto,tagalog
pangunahing uri,tagalog
mahika,tagalog
haní,hiligaynon
patrulya,tagalog
trumbun,cebuano
tumabla,tagalog
dyanitur,cebuano
parasparas,cebuano
pagkaduhagi,tagalog
hadô,hiligaynon
neck,ilocano
magkasapi,tagalog
