letter,word,definition,dialect,sentiment
h,himabúyan,The month of May. (see Máyo). ,hiligaynon,
h,"himákas, himakás","To endeavour, make efforts, do one's best, strive. (see bákas). ",hiligaynon,
h,himáklang,"Having large leaves or branches, especially said of palms. (see páklang). ",hiligaynon,
h,himalá,"(H) To get or become dry, exsiccated, sear, withered, have all moisture withdrawn. Nagahimalá (naghimalá) ang kawáyan, humáy, búyò, etc. The bamboo, rice, buyo-leaves, etc. are slowly drying up (have become dry). (see malá, láyà, layâ, layóng). ",hiligaynon,negative
h,himálad,"To practise palmistry, tell a person's fortune by the lines and marks of the palm. Maálam siá, konó, maghimálad. He is, they say, an expert in palmistry. Ginhimaláran siá sang manughimálad sang íya nga kapaláran. The palmister told his fortune from the lines of his palm. Himalári (-ádi) siá kon anó ang íya swérte. Tell his fortune from the lines of his palm. (see pálad, kapaláran, pasimpalád). ",hiligaynon,positive
h,himalás,"To run aground, strand; meet with failure or misfortune. (see balás-sand). ",hiligaynon,negative
h,himaláut,"To curse, accurse, imprecate, damn, anathematize, confound, wish or invoke some evil upon. Ginahimaláut sang mga yáwà ang mga matárung. The devils curse the just. Indì ka maghimaláut sa kay bisán sín-o, bisán sa ímo mga kaáway. Do not curse anybody, not even your enemies. Indì mo paghimalaútan (-úton) ang ímo bátà. Don't curse-or-invoke evil on your child. (see panghimaláut, láut). ",hiligaynon,negative
h,himálay,"To start building a house, lay the foundation of something, begin, commence. (see bálay). ",hiligaynon,
h,himaláy,"To take formal possession of a new house, celebrate a house-warming. (see baláy, bálay). ",hiligaynon,positive
h,"himalî, himálì","To form scabs, heal, become sound, be cured (of wounds, ulcers, burns, etc.). Nagahimalî na ang ákon pilás. My wound is now healing. Ginahimalián na siá sang íya nga katúl. His ""katúl"" is being cured,-is getting well. (see pálì, palî). ",hiligaynon,negative
h,himaló,"To break out afresh, open again, become worse (of wounds, boils, etc.). Nagahimaló ang íya nga katúl, kay kinálot níya. His ""katúl"" is getting worse, because he has been scratching it. Naghimaló ang íya nga pilás sa tiíl, kay nasúntok sang isá ka baníklan. The wound on his foot broke out afresh, for it received a sharp knock from a piece of wood. (see dalusó). ",hiligaynon,negative
h,himalóng,"To die out, be nearly extinguished (of a fire, a candle, etc.; see pálong). ",hiligaynon,negative
h,"himálus, himalús","To give or return ""tit for tat"", ""an eye for an eye, a tooth for a tooth"", to avenge, take vengeance, retaliate, requite, revenge; retaliation, vengeance, revenge, paying back ""in one's own coin"". Indì mo paghimalúsan ang nagtístis sang ímo mga tanúm. Don't retaliate on the one who spitefully harmed your plants. Indì ka maghimálus sang maláin nga ginhímò sa ímo sang ibán. Do not take revenge for the evil done you by others. ""Akon ang paghimalús, púlong sang Ginóo"". ""Vengeance is mine, saith the Lord"". (see bálus, timalús). ",hiligaynon,negative
h,himán,"Often, frequent, general, usual, customary; to do customarily, usually, frequently, generally, as a rule, (see masamí, masúnsun). ",hiligaynon,
h,"himán-híman, or himánhimán",Dim. and Freq. of himán. Himánhimán áton mapanilágan--. Quite frequently we may observe--. (see imánimán). ,hiligaynon,
h,himánsag,"To praise, extol, laud, honour, glorify, eulogize, acclaim, commend, make known, spread one's fame, speak well of. Himansagí siá sang maáyo níya nga binuhátan. Give him praise for his good deeds. Himansagá siá. Extol him. (Spread his fame). (see bánsag, bántug). ",hiligaynon,positive
h,himánwa,"Management of public affairs; to govern, rule a commonwealth, administer a township, state, etc., take part in politics or the administration of public affairs. (see bánwa, pamánwa). ",hiligaynon,
h,himásang,"A very busy time, the busy season of any undertaking; to be the busy season of (sugar-milling, rice-planting, etc.). Nagahimásang na gid karón ang tánum, áni, gáling, etc. This is now the busiest time of rice-planting, harvesting, sugar-milling, etc. (see sákò, dúlup). ",hiligaynon,
h,himát-on,"(B) To know where to look for or lay one's hand on a thing, take from a known place. Himat-oní lang ang mga ságing dirâ sa aparadór. Just take the bananas there in the cupboard. Makahimát-on ka balá sang tinápay dirâ sa bakág sa ákon kwárto? Can you find the bread there in the basket in my room? Gintágò ko ang mamón sa baúl, ápang hinimat-onán gid sang mga bátà. I had the cake hidden in the trunk, but still the children knew where to find it. (see matá). ",hiligaynon,
h,himatâ,"Blood relationship, family members, lineal descendants and ascendants; to be related by blood, come of the same stock, etc. (see bátà). ",hiligaynon,
h,himatárung,"To justify oneself, declare oneself innocent. (see tárung, matárung). ",hiligaynon,
h,himatáyan,"The place where someone has died. Magdúaw kitá sang himatáyan. Let us visit the house of the dead. (see patáy, napátyan). ",hiligaynon,
h,himatayón,"The waning moon, the last quarter of the moon. (see patáy). ",hiligaynon,negative
h,himatúod,"To believe to be true, be convinced of, swallow, take in, be assured of, assent to, give credence to. Nagahimatúod siá sang ginsúgid ni Fuláno. He believes what has been told by N.N. Indì ka maghimatúod sang mga sugilánon sináng mga hámbug. Don't believe the stories of those braggarts. Ginahimatúod níya ang ginakonó nga mga tumáo sa bóbog. He is convinced of the rumour that there are ghosts in the bobog-tree. (see túod, pamatúod). ",hiligaynon,positive
h,himawî,"To reclaim, redeem, save, recover, win back; to avenge, take revenge. (báwì). ",hiligaynon,positive
h,himáyà,"Honour, glory, bliss, happiness; to be in bliss, enjoy glory, felicity or happiness. Ang maáyo nga mga bátà amó ang himáyà sang mga ginikánan. Good children are the glory of their parents. Nagahimáyà silá karón kay nakadaúg sa kasábà. They are quite happy now, for they have won the lawsuit. Maghimáyà ka. Be happy (blessed).-or-Enjoy bliss or felicity. (see kalípay). ",hiligaynon,positive
h,hímbis,"Scale (of a fish, etc.); to scale, strip or clear of scales, scrape off the scales; to see, have a look at, examine. Nagahímbis siá sang ísdà. He is scraping off the scales of the fish. Himbisí ang ísdà. Scale the fish. Ihímbis akó ánay siníng bángrus. Kindly scale this bangrus-fish for me. Ginahimbisán (ginapanghimbisán) sang mga ginikánan ang táo nga buút mangasáwa sa íla bátà. The parents are scrutinizing the man that wants to marry their daughter. ",hiligaynon,positive
h,hímbon,"To assemble, gather, collect, foregather, come together. Ang mga pamatán-on kon gáb-i gánì nga masánag ang búlan nagahímbon sa kinurúsan sang dálan. The young people on moonlight nights come together at the cross-roads. Himboná silá sa baláy. Gather them together in the house. Himboní akó sing duhá ka púlò ka manganganí, kay ipaáni ko sa íla ang ákon alányon. Gather for me twenty rice-harvesters, for I will get them to reap my rice crop. (see típon, dúguk, hinúbonhúbon, ímpon, talampúyuk). ",hiligaynon,
h,hímil,"To feel, touch, pass one's hand or finger over, fumble, finger, handle. Himíli siá sa úlo kon anó ang kaínit níya. Feel his head, how hot it is. Himíla ang hénero kon maáyo. Feel the cloth to see whether it is good. Indì ka maghímil sa ákon. Don't touch me. Ginhímil sang manugbúlung ang íya nga púlso. The doctor felt his pulse. Hinimílan siá sang manughílot sa ágtang. The masseur massaged his forehead. (see híkap, tándog). ",hiligaynon,negative
h,hímò,"To make, do, act, perform an act, deed or work, execute, accomplish. Indì mahímò inâ. That is impossible-or-that cannot be done. Ginhímò níya iní. He did (made) this. Walâ mo paghimóa ang ákon nga sinógò. You have not executed my order. Ginhimóan akó níya sing maláin. He injured me-or-did me some wrong-or-harmed me. Pagahimóon ko gid ang ímo nga túgon, bisán mabúdlay ang trabáho. I will surely carry out your order, even if the work is tiresome. Makahímò ikáw sinâ? Can you do that? (see búhat). ",hiligaynon,positive
h,hímos,"To get ready, prepare, see to, look after, make arrangements for, get in shape. Himósa ang panyága, ang kasangkápan, ang mga tulún-an, etc. Get dinner ready, see to the equipment or tools, look after the books, etc. Himósi akó sing panihápon. Prepare supper for me. Ihímos akó sang ákon hulút. Put my room in order. (see híko, híwat). ",hiligaynon,
h,himosagâ,"Plentiful, in full bloom or swing, flourishing, in the pink of condition; to thrive, flourish, prosper, run well, be in full bloom or swing, make progress, be prosperous. Nagahimosagâ ang íya edád. He is in his prime. Nagahimosagâ ang íya nga komérsyo, pangabúhì, palangitán-an, etc. His business is running well, his life is prosperous, he earns much, etc. Nagahimosagâ na liwán ang pangolerá. Cholera is again on the increase-or-causing great havoc. Naghimosagâ ang íya nga kapaláran. His condition was prosperous-or-Fate smiled on him. (see hamungáyà, dagáyà, bugánà, abúnda, etc.). ",hiligaynon,positive
h,hímpit,"Perfect, complete, faultless, exact, precise; to perfect, bring to perfection, etc. Naghímpit ang íya pagginawî sa koléhyo. His manners have become perfect at college. Himpitón mo ang ímo pagsulát. Make your writing perfect-or-Try to write a very good hand. Ihimpit mo akó sang ákon sulát sa Sényor Obíspo. Please see that my letter to the Bishop is perfect. Nagapahímpit siá karón sang íya nga pagtoón. He is now adding the finishing stroke to his studies. Nahimpitán akó siní. This seems perfect to me. (see lántip, búg-os, sampáton). ",hiligaynon,positive
h,hímpok,"To pant for breath, gasp, breathe hard (as one tired out). Sang pagtokád níya sa búkid nagdúlug kag naghímpok siá sing makadámù. When ascending the mountain he often stopped and gasped for breath. (see hápò). ",hiligaynon,negative
h,himpók-hímpok,Dim. and Freq. of hímpok. Nagahimpókhímpok siá sa kabulúsgon. He is short of breath on account of having eaten so much-or-he is panting on account of having an overloaded stomach. ,hiligaynon,negative
h,himúd-os,"To exert oneself, make great efforts. (see panikasúg, paningúhà, pamurúg-ot, himúg-os, himumúg-ot, hiwág-os). ",hiligaynon,positive
h,himúg-os,To exert oneself. See himúd-os. ,hiligaynon,
h,himúg-ot,"See himúd-os, múg-ot, pamurús, pamuérsa. ",hiligaynon,
h,himugasâ,See himosagâ. ,hiligaynon,
h,himúgo,"Also: Ground rice mixed with sugar and coconut meat. (see bayé, báye, baíbái). ",hiligaynon,
h,himúgo,"Ground roast corn. Ang maís nga sinánlag kon mabókbok ginatawág nga himúgo. Corn that has been roasted and then ground is called ""himúgo"". ",hiligaynon,
h,himúgtò,"To break, snap; to breathe one's last, break (of the thread of life). Tambongí akó sa ákon paghimúgtò. Assist me when I breathe my last. (see búgtò). ",hiligaynon,negative
h,himúgtoy,"To exert force, make great efforts. See himúd-os, etc. ",hiligaynon,positive
h,himul-áwon,Molave. (see hamuláwon). ,hiligaynon,
h,himulág,"To separate from, etc. See hamulág, bulág. ",hiligaynon,
h,himulák,"Bearing flowers, in flower, in bloom, full of flowers, flowering, blossoming, blooming. (see búlak, hamulák). ",hiligaynon,
h,himúlat,"(H) To wish or strive to obtain, seek to attain, contend for, try hard to, endeavour, make efforts to gain an object. Nagahimúlat siá sa pagtoón túbtub nga magálam gid. He is striving to study till he becomes very learned. Ginhimulátan níya sing dakû ang pagkádto sa Amérika. He made great efforts to go to America. Himuláti ang pagkúhà sináng búnga sa sináng matáas nga sangá sang páhò. Try to get hold of that fruit on that high branch of the mango-tree. Ihimúlat akó sa pagkúhà sináng púgad sang píspis sa balisbísan sang atóp. Please get me that bird's nest from the eaves of the roof. Maghimúlat ka sa pagsunúd sa gihápon sa dálan sang katarúngan. Do your best to walk always on the road of righteousness. (see tingúhà, paninguhâ, himúg-ot, himúd-os, etc.). ",hiligaynon,negative
h,himúlbul,"To pluck, clean of feathers (chickens, etc.). Maghimúlbul ka sang píspis nga íla ginpusíl. Pluck the bird they shot. Himulbulí ang manók. Pluck the chicken. Ihimúlbul mo akó ánay siníng pábo. Please clean this turkey of its feathers. (see búlbul). ",hiligaynon,positive
h,himuligót,"To frown, sulk, scowl, be offended, cross, angry. (see bulingót, kolisáw, súnggud, súngon, kísdong, lárong, ariwaróng). ",hiligaynon,
h,himúlso,To feel the pulse. Himulsohí siá. Feel his pulse. (see púlso). ,hiligaynon,
h,himúlung,"To speak, say, utter, etc. See púlong. ",hiligaynon,
h,himulúngon,"(H) Words, speech, say; to speak, say, express in words. Naghimulúngon siá sa íya nga kaugalíngon sing súbung--. He spoke to himself as follows--. He soliloquized as follows--. (see púlong, hámbal, sugilánon). ",hiligaynon,
h,himulús,"To be of use, serviceable, usable, remunerative, gainful, advantageous; to avail oneself of, take advantage of, make use of. Ang mga mahákug nagahimulús sang mga kalisúd sang ibán, agúd silá makamánggad. Selfish men take advantage of the difficulties of others in order to enrich themselves. Iníng mga manók índì mahimúslan (mahimulusán), kay may balatían. These chickens are of no use, for they are diseased. Walâ man níya paghimúsli ang pílak nga íya nabáton, kay nadúlà gid lang sa íya baúl. The money he received availed him nothing, for it just disappeared from his box. Pagahimúslan ko gid iníng dáan nga mga káhoy. I shall certainly make good use yet of this old lumber, (it will bring me yet some advantage or profit). Ginahimúslan níya sing dakû iníng mga tanúm sa búkid. He derives much profit from these plants on the mountain. (see pulús). ",hiligaynon,positive
h,himumúg-ot,"To make great efforts. (see himúd-os, múg-ot, etc.). ",hiligaynon,positive
h,himumúgtò,"See himúgtò-to expire. Nagahimumúgtò na ang íya ginháwa. He is-expiring,-is in his last agony. ",hiligaynon,
h,himúnaw,To have a choking fit. See alimúnaw. ,hiligaynon,
h,himungá,"Fruit-bearing, laden with fruit. Káhoy nga himungá. A fruit tree. (see búnga). ",hiligaynon,
h,himúngot,"To pull, pluck, tear out (hairs growing on the chin, etc.). (see búngot, himúlbul). ",hiligaynon,
h,himunô,"To fill, replenish, make full. Ang amó nga tabô naghimunô sang solókban sang íya nga kalisúd. That event filled up the measure of his troubles. (see punô). ",hiligaynon,
h,himúnong,"To be quiet, noiseless, silent. See himúyong, pahimúyong, pahimúnong. ",hiligaynon,
h,himúot,"To please, etc. See hamúot. ",hiligaynon,
h,himurús,"To apply force, use strength, make efforts, work hard, be active. (see purús). ",hiligaynon,positive
h,himút-ay,"To like each other, etc. See hamút-ay. ",hiligaynon,positive
h,himútad,"To look at narrowly, scrutinize, inspect carefully, examine thoroughly by ocular inspection. Himutádi (-ári) sing maáyo ang mga tigbató, kon ikáw ang nagabása. Look well at the letters, if you are the reader (or when you read). Maghimútad ka sang sulát. Examine the letter carefully. Ihimútad mo akó ánay sang pilás sang karabáw, kay básì may úlud sa sulúd. Please inspect carefully the buffalo's wound, for maybe there are worms inside. Ginhimutádan níya sing madúgay ang laráwan sang íya nga ilóy. He looked attentively for a long time at the picture of his mother. Nakasayóp ka sa pagtokár, kay walâ mo paghimutádi ang mga nóta. You made a mistake in playing, because you did not look carefully at the notes. (see mulálong, tán-aw, túluk). ",hiligaynon,positive
h,himutáng,"To put, place, etc. (see butáng, hámtang, hamutáng, kahimtángan). ",hiligaynon,
h,himutíg,"To belie, give the lie to, deny the truth of, gainsay, contradict another's statement, contravene, negative, impugn, traverse, rebut. Nagahimutíg siá sang ginsúmbung sa íya. He denies what he was accused of. Ginhimutigán níya ang sinúgid ni Fuláno. He contradicted the story told by N.N. (see butíg). ",hiligaynon,negative
h,himúyas,"To use strong language, chide, scold, abuse loudly, vituperate; to expostulate with, remonstrate. (see púyas, pamúyas, pamúlag). ",hiligaynon,positive
h,himúyong,"Quiet, noiseless, soundless, silent, still, stilly, hushed; to keep quiet-or-still, make no stir or noise, keep calm, remain quiet. Himúyong (pahimúyong) kamó. Hush! Keep quiet. Don't make a noise. Naglinóng na ang plása, kay nagahimúyong ang mga bátà. The public square is quiet now, for the boys have stopped making a noise. (see himúnung id.). ",hiligaynon,positive
h,hínà,"To be scarce, difficult to encounter or obtain, scanty, scant, scarcely obtainable, hard to get; rare, scarce. Hínà-or-nagahínà karón ang kwárta. Money is scarce at present-or-There is a dearth of cash at present. Sang túig nga tinalíkdan naghínà ang ísdà. Fish were difficult to come by last year. Nahináan na kitá sing mga páhò siníng pilá ka túig nga naglilígad. During these last few years we had difficulty in getting mangoes, (they were so scarce). (see íwat). ",hiligaynon,negative
h,hináblus,"Nephew, niece. ",hiligaynon,
h,hinábò,"To chance, happen, come to pass, meet, befall. (see tábò, tabô, hitabû). ",hiligaynon,
h,hinabón,"To cover, shield, protect. Ang amó nga pahítò íla ginhinabón sa dakû níla nga salâ. Such means they made use of to cover their guilt. (see tábon). ",hiligaynon,
h,hinabúl,"Woven materials, cloth, texture, fabric, textile fabric. (see hénero, tehído). ",hiligaynon,
h,"hinagô, hinágò","To hide, conceal, keep secret, cover with silence. (see tágò, tinagô, likúm, lílong, hinabón). ",hiligaynon,
h,hinagúnoy,"Hum, humming, chirping, singing; to hum, chirp, etc. See hagúnoy. Ang hinagúnoy sang mga píspis. The humming (singing) of birds. (see huní). ",hiligaynon,negative
h,hinái,"To clean intestines of their contents. Nagahinái siá sang kasúdlan sang báboy. He is cleaning the pig's intestines. Hinaíhan mo iníng kasúdlan, kay itigána ko sa panyága. Clean these entrails (guts), for I am going to prepare them for dinner. (see tái). ",hiligaynon,positive
h,hinák-hinák,"Breathless, panting-, gasping-, for breath. (see hingákhingák, himpókhímpok, hápò, mahápò, pungâ). ",hiligaynon,
h,hinakâ,"(H) To approach, come near, to near, be almost or nearly. Sang pagsulúd námon sa bánwa nagahinakâ sa ikapúlò ka táknà. When we arrived in town it was nearly ten o'clock. (see sákà, hinangát^). ",hiligaynon,
h,hinákay,"Lease, rent, fare, charges, travelling ticket, transportation fees, payment for hire, etc.; to hire, lease, pay for rent or the like. Pilá ang hinákay? What is the fare? Hinakáyi ang kabáyo ko kon malúyag ka. Hire my horse if you like. Ang balséro nagapahinákay sing tagpisítas sa káda táo. The ferry man charges twenty centavos for each person. Ginpahinákay akó níya sing támà, tungúd sinâ walâ man akó magsakáy sa íya nga áwto. He charged me an exorbitant fare, therefore I did not hire his automobile. Ang hinákay sa pagpakádto kag pagpakarí índì magkúlang sa duhá ka púlò ka pésos. The ticket for the journey to and fro-or-there and back, will not cost less than twenty pesos. (see sakáy). ",hiligaynon,negative
h,hinakí,"(H) A hair-wash, hair-lotion, prepared from vegetable or mineral substances and used to clean the hair and scalp; to apply such hair-wash, clean the hair or scalp. Kuháa ang hinakí, kay manghinakí akó. Fetch the hair-wash, for I am going to clean my scalp. Ginhinakihán siá sang íya ilóy. His mother cleaned his scalp with hair-wash. (see dakí). ",hiligaynon,positive
h,hinakít,"To feel pain, uneasiness or mortification at the sight of another's well-being or success, envy, spite, begrudge, be sore on account of, harbour a grudge or ill-will, be pained at. Nagahinakít siá sa ákon. He envies me. Ginahinakitán áko níya, kay maáyo ang ákon pinatubás kag makúl-aw ang íya. He harbours ill-will against me, because I had a good harvest and he a poor one. Indì ka maghinakít sang mga kaayóhan sang ibán. Don't envy the good things of others-or-Don't be vexed at the sight of the prosperity of others. (see sakít, hingabút). ",hiligaynon,negative
h,hinalabúab,"Offspring, etc. See inalabúab. (see kabikáhan). ",hiligaynon,
h,hinalagá,"(H) To reach the age of girlhood, be or become a maiden. Naghinalagá ang ákon bátà kag mapatáy. My daughter reached the age of maiden-hood and died. (see dalága). ",hiligaynon,
h,hinalagán,"Unexpectedly, suddenly, etc. See hinálì, hingalág. ",hiligaynon,
h,hinalágkù,"To grow up, grow tall, grow into manhood. (see dakû, dalágkù). ",hiligaynon,
h,hinalángday,"To decline, set, go down (of sun, moon, stars). ",hiligaynon,
h,hinálì,"Sudden, unexpected, instant, abrupt, hasty, all at once, thoughtless, unpremeditated, on the spur of the moment, without reflection, temerarious; to do something under a sudden impulse, act thoughtlessly, rashly. Sa hinálì gid lámang natúmba siá kag napatáy. All at once he dropped down dead. Indì ka maghinálì maghámbal. Don't talk under the impulse of the moment (without reflection). Patawára akó, kay nakahinálì akó maghámbal sang díli nagakaígò. Pardon me, for under the impulse of the moment I have spoken improperly. Sa hinálì ákon siá nakítà sa tungâ sang mga táo. Suddenly I saw him in the midst of the people. (see dalî). ",hiligaynon,
h,hinalî,"To act rashly, impulsively; to happen suddenly, unexpectedly. Nahinalián siá sang balatían kag napatáy. He suddenly fell ill and died. (see dalî, hinálì). ",hiligaynon,negative
h,hinalígi,"(H) Made into posts or columns, after the manner of posts, etc.; column (of a news-paper). ",hiligaynon,
h,hinaló,"Pertaining to or like an iguana; to act like an iguana. Nagahinaló siá. He acts like an iguana, (acts as if he were deaf). May batásan siá nga hinaló. He behaves like an iguana. (see haló-iguana). ",hiligaynon,positive
h,hinalúp,"Having set or gone down (of sun, moon). Hinalúp na ang búlan. The moon has set. (see sálup, tunúd). ",hiligaynon,
h,hinálup,"Plugged; embossed, studded. (see hálop, hálup). ",hiligaynon,
h,hinalúp,"To set, go down (of sun, moon, etc.). Naghinalúp na ang ádlaw. The sun has set. Nahinálpan kamí sang ádlaw sang ámon paglakát. The sun went down whilst we were on our way. (see sálup, túnud). ",hiligaynon,
h,hinám-is,"To take pleasure in, delight in, gloat over; drink something sweet. Mahinám-is kitá sing isá ka báso nga tubâ. Let us drink a glass of sweet toddy. Ginahinam-isán ko ang nahanabô. I am delighted at the way things have turned out. (see tám-is, panám-is). ",hiligaynon,positive
h,hinámà,"To exceed reasonable limits, do to excess. Nahinám-an silá sang básol. They were scolded more than they deserved. (see támà). ",hiligaynon,positive
h,hinámbad,"Millions, by the millions. (see hámbad, rinamák). ",hiligaynon,
h,hinambalán,"An oral agreement, understanding or promise, unwritten, by word of mouth. Walâ siá sing hinambalán. He does not keep his word-or-his oral promises or agreements are unreliable. Salalígan ang táo nga may hinambalán. Trustworthy is the man, who is as good as his word. Also: Perf. passive of hámbal. Hinambalán ko siá. I spoke to him (about it). ",hiligaynon,positive
h,hinámbit,"To mention, refer to, name, allude to, bring forward, give out, relate. Indì ka maghinámbit sang amó nga mga butáng. Don't mention such things. Nahinambitán níya akó sang íya báka nga binalígyà. He mentioned to me that his cow was sold. (see sámbit). ",hiligaynon,
h,hinámpas,Struck; attacked. (see hámpas). ,hiligaynon,
h,hinámpung,"To reach, come to, arrive at, make. (see sámpung, abút, sáp-ong, sámput, dángat). ",hiligaynon,
h,hinámput,"To draw near, approach, come towards, move in the direction of the speaker. Nagahinámput na siá. He is drawing near. Ginhinampután akó níya. He approached me, came towards me. (see dámput, sámput, abút, palapít). ",hiligaynon,
h,hinanákit,"Pain, grief, sorrow, trouble. Walâ na siá sing hinanákit. He has no longer any grief or pain. (see sákit, sakít). ",hiligaynon,negative
h,hinanarám,"(B) To like, be attached or addicted to, have a craving for. Nagahinanarám siá sang sáut. She likes dancing very much. (see dimát, yánggaw, lúyag, wíli). ",hiligaynon,negative
h,"hinánday, hinángday","To lie upon or across, to lean upon. (see tángday, bángday, hinalángday). ",hiligaynon,negative
h,hinangát,"To reach, come to, amount to. Nagahinangát na sa limá ka líbo ka mángmang ang íya nga ginhinguyáng. He has already spent five thousand pesos. (see dángat). ",hiligaynon,
h,hinánggup,"Soaked in salt and water. Nakakáon akó sing hinánggup nga kamóti, kán-on, etc. I ate some tomatoes, rice, etc. soaked in salt and water. (see hánggup). ",hiligaynon,
h,hinangíban,"Arms, weapon. See hinganíban. ",hiligaynon,
h,hinangílid,"Trimmings, shavings, a part taken from the side of a thing. (see kílid, hangílid). ",hiligaynon,
h,hinángput,"To arrive, reach, come to. (see sángput, sámput, abút). ",hiligaynon,
h,hinápal,"To slap, strike; to revile, rail at, curse and swear, use strong language. (see dapál). ",hiligaynon,negative
h,hinapús-tapús,"Towards the end, near completion, nearly finished, almost complete; extreme, consummate; to be nearly finished, etc. (see tápus, talipuspusón, hingapús). ",hiligaynon,positive
h,hinarákhak,"Loud laughter, merriment; to guffaw, laugh heartily. (see harákhak, talángkaw, arík-ik). ",hiligaynon,positive
h,hinaramáy,A kind of tree whose bark is used for medicinal purposes. ,hiligaynon,
h,hinaráya,"The language of mountaineers or of people living in districts away from the coast-line; pertaining to that language; pertaining to the customs and manners of mountaineers; to speak that language. Nagakalaínláin ang hinaráya kag ang hiligáynon. The language of the mountains and that of Iloilo are different. Maálam ka balá maghinaráya? Do you know how to speak the dialect of the mountains? Naghinaráya siá sa ákon-or-ginhinarayáhan akó níya. He spoke to me in the mountain-dialect. Dirí siníng lugár hinaráya ang hámbal. Here in this place the mountain-dialect is spoken. (see hiniráya id.; layá, ilayá, binukídnon). ",hiligaynon,
h,hinásà,"Much in demand, selling well, having a ready sale, much called for, to sell well, sell off quickly, etc. Hinásà (nagahinásà) ang bákal sa tiénda ni Fuláno. The goods for sale in N.N.'s shop are much in demand. (see hásà, bákal, áka). ",hiligaynon,positive
h,hinát,"Stretched, smoothed out, open. See hínat. ",hiligaynon,
h,hínat,"To stretch out, smooth, hold tightly to, open, (a book, cloth, paper, etc.), unfold, straighten out. Hináta ang hénero. Stretch out the cloth, smooth it out. Hináti akó sang ákon báyò nga yokô. Smooth out my creased jacket. Daláyon lang siá nagahínat sang baráha sa adláw-ádlaw nga tanán. He opens the cards every day, (i.e. he is always playing at cards). Palabása gid siá; dáyon lang níya ginahínat ang líbro. He is an omnivorous reader; he always keeps a book open before him. (see hítad). ",hiligaynon,positive
h,hináw,"(H) To wash the hands. Nakahináw ka sang ímo kamót? Have you washed your hands? Maghináw ka ánay sang ímo kamót kon magkáon ka. Wash your hands before you eat. Hinawí ang íya kamót. Wash his hands. Pahinawá siá sang íya kamót. Let him wash his hands. Ihináw iníng túbig sa ímo kamót. Wash your hands in this water. (see hunáw, libánaw, ribánaw, panghináw). ",hiligaynon,
h,hinawâhawâ,"Small or trifling matters, litte things, easy work. Walâ gid siá sing mga mahágò nga pangabúdlay, kóndì mga hinawâhawâ gid lámang. He has no heavy work, but only easy jobs. (see mahúay). ",hiligaynon,positive
h,hínay,"Slow, leisurely, gentle; to do slowly, leisurely, tenderly, gently, etc. Hínay! Slowly! Be careful! Hínay ka! Go slow! Be careful! Hináya lang ang ímo paglakát. Walk slowly. Ginhínay níla ang trabáho. They worked slowly. Ang kabáyo nagahínay na, kay nabúdlay. The horse goes slowly now, for it is tired. Hináya ang paghákwat sang masakít. Lift the sick man tenderly, gently, slowly, carefully. (see búndul, pákok, etc.). ",hiligaynon,negative
h,hináy-hínay,Dim. and Freq. of hínay. Hináyhínay lang kamó. Go slow. Be on your guard. Take care. Gently. Take your time. ,hiligaynon,
h,hinayón,"(B) Pause, rest, interruption, stop, interval, intermission, cessation, breathing spell. Walâ sing hinayón ang íya nga pagkánta, pangabúdlay, paglágaw, etc. He is constantly singing, working, walking to and fro, etc. He sings, etc. without a pause. (see langán, puút). ",hiligaynon,
h,hinébra,"(Sp. ginebra) Gin; also (loosely) brandy, cognac, whiskey, any strong alcoholic liquor. ",hiligaynon,positive
h,hinéte,"(Sp. jinete) Rider, horseman; jockey. (see mangangabayó). ",hiligaynon,
h,hingában,"To finish (weaving, etc.). Nakahingában ka na sang ákon delargóhon? Have you finished the cloth for my trousers? Pilá ka térno ang ímo ginhingában? How many suits of clothes have you finished weaving? Mahingabánan mo balá akó sang ákon térno sa sulúd siníng pituádlaw? Can you finish (weaving) my suit of clothes this week? Indì akó makahingában sang ímo háblon sa sulúd sa isá ka búlan. I cannot get your cloth off the loom within a month. (see ában). ",hiligaynon,
h,hingabón,"To conceal, hide, keep away from notoriety, etc. See hinabón id. (see gabún). ",hiligaynon,
h,hingábut,"To arrive in time, appear at the right moment, reach at the proper time. Walâ siá makahingábut sa mísa. He did not arrive in time to hear Mass. (see ábut). ",hiligaynon,positive
h,hingabút,"To draw or come near, be about to arrive, to persecute, pursue, molest, harass, perplex, annoy, distress, be after; strive, seek to obtain. Ang mga matárung ginahingabút sing masamí sang mga maláut. The just are often persecuted by the wicked. Ginbutangbutángan níla siá sing salâ sa paghingabút sa íya. They slandered him in order to harass him. Indì ka maghingabút sa íya. Don't persecute him. Ang idô nagahingabút sang kánding. The dog is after the goat. (see abút). ",hiligaynon,negative
h,hingádlan,From hingálan. ,hiligaynon,
h,hingágaw,"To reach the goal, terminate, complete, finish, get ready, dispatch. Saráng ka makahingágaw dirí sa las dóse? Can you be here at twelve o'clock? Hingagáwon mo ang ákon talahíon sa buás. Finish (or dispatch) my sewing to-morrow. Ginhingágaw níya ang baláy sa walâ magulán. He reached home before it rained. Hingagáwa ang koríyo. Try to reach the mail (i.e. be there when the mail comes in). Makahingágaw ka balá siní túbtub karón sa hápon? Do you think you can finish it this evening? (see ágaw, tápus, hingápus). ",hiligaynon,
h,hingagawón,"See agáwagawón, hilingagawón id. ",hiligaynon,
