text,language
hungít-hungít,hiligaynon
hilapít,hiligaynon
dragnet,ilocano
ikabalik,tagalog
bangag sil,cebuano
konduktor,tagalog
mamuti,tagalog
kulat,tagalog
kahalimbawa,tagalog
usik,cebuano
sakristan,tagalog
kabàkábà,cebuano
diplomat,tagalog
pahigtan,tagalog
úd-ud,hiligaynon
agwatan,tagalog
kaparangan,tagalog
payakpak,cebuano
pamagdoy,cebuano
salinan ng dugo,tagalog
hutál,hiligaynon
kawkus,cebuano
aniníput,cebuano
panisin,tagalog
pagsanib,tagalog
hírba artemísa or artemísia,hiligaynon
mangalumniya,tagalog
saklaw,tagalog
mapatango,tagalog
pulso,cebuano
makakuha,cebuano
satsat,tagalog
simenteryo,cebuano
úbud,hiligaynon
tumpak,tagalog
pagtagbaw,cebuano
lambi,tagalog
residente,cebuano
pambuwisit,tagalog
paghahati,tagalog
telebisyon,cebuano
mamalo,tagalog
kuskusin,tagalog
panunupil,tagalog
disk,cebuano
manlilinlang,tagalog
salanta,tagalog
engaging,ilocano
lanting,tagalog
glorya,tagalog
sórot,hiligaynon
makaturing,tagalog
gipakaingon,cebuano
makasasala,cebuano
makinaadmanon,cebuano
tintíru,cebuano
rabbit,tagalog
"ságuà, saguâ",hiligaynon
timo,cebuano
kagidlay,cebuano
manggubat,tagalog
may kalabutan,cebuano
magbalumbon,tagalog
ikumpas,tagalog
bao ng ulo,tagalog
bungsì,cebuano
bagahán,hiligaynon
eksplosyon,tagalog
yapak,cebuano
pasaklolohin,tagalog
walang-gatas,tagalog
sáplud,hiligaynon
kagulíyang,cebuano
malami,cebuano
pagkalmot,tagalog
lumalim,tagalog
magkasinlayo,tagalog
frozen,ilocano
gaspang,tagalog
diyúsa,cebuano
himílu,cebuano
ama,tagalog
pangungusap,tagalog
búnal,cebuano
pagpapahinuhod,tagalog
pili,cebuano
opisyal,tagalog
pagkakakilanlan,tagalog
tunod,tagalog
kalagkitan,tagalog
hibìhibì,cebuano
pagluno,cebuano
plirt,cebuano
karsúnis,cebuano
biyin,cebuano
milokoton,tagalog
lagwerta,cebuano
prúwa,cebuano
gapasan,cebuano
kasaba,tagalog
tambanggalan,tagalog
hunahuna,cebuano
maka-,cebuano
telegrapia,tagalog
báraw,cebuano
ipila,tagalog
pagtagad,cebuano
baláan,hiligaynon
recent,ilocano
pagmatikod,cebuano
mangangabayo,tagalog
pang-araw-araw,tagalog
hurisdiksiyun,cebuano
torpiduhin,tagalog
paglipas,tagalog
masakit na sagot,tagalog
huyáw-húyaw,hiligaynon
laghan,cebuano
tuyù,cebuano
hanger,ilocano
mambasag-ulo,tagalog
akorde,tagalog
lakdaw,tagalog
kuribdibin,tagalog
ngadto,cebuano
magdali-dali,tagalog
hulungkagíng,hiligaynon
kyaknit,cebuano
lumundag,tagalog
matuklapan,tagalog
mu,cebuano
trigonometry,tagalog
tunga,cebuano
twin,ilocano
kaadlawan,cebuano
ang matuod,cebuano
suskribir,cebuano
waló,hiligaynon
kaitsahan ng bola,tagalog
sungit,tagalog
inkorporada,tagalog
asiman,tagalog
tikod,tagalog
tulak,tagalog
magpabagu-bago,tagalog
nakalibing,tagalog
dinalian,cebuano
sárot,hiligaynon
langasan,cebuano
tribo,cebuano
tintura de yodo,cebuano
lumandi,tagalog
tagpian,tagalog
sámad,hiligaynon
larut,cebuano
kompass,tagalog
miridyano,tagalog
makayari,tagalog
dili makahimo,cebuano
dir-is,cebuano
bisugo,tagalog
tutong,tagalog
sag-oy,tagalog
kapanganiban,tagalog
nila,cebuano
kumasapakat,tagalog
sumindak,tagalog
dumukot,tagalog
sa tinuod,cebuano
dimensyon,tagalog
nga,cebuano
kadak-on,cebuano
sii,cebuano
dumagan,tagalog
"kalat, kálat",cebuano
kandidatura,tagalog
imbaw,cebuano
maagwanta,tagalog
lingaw,cebuano
paghikbi,tagalog
saulog,cebuano
atua,cebuano
impresaryo,tagalog
pagmantsa,cebuano
sigh,ilocano
asilo,tagalog
sisti,cebuano
wala'y kalibutan,cebuano
wala'y labot,cebuano
gúpuk,cebuano
dispirádu,cebuano
kita,cebuano
akub,cebuano
suuban,tagalog
biúung,cebuano
madrina,cebuano
isalimpyo,tagalog
pantig,tagalog
comprehension,ilocano
Pangungumpisal,tagalog
kordon,tagalog
pagbalak-balakin,tagalog
hatagi,cebuano
baka,cebuano
makatatlo,tagalog
tumuos,tagalog
disgrace,ilocano
kaluluwa,tagalog
hugyaw,cebuano
"pasiyu, pasíyu",cebuano
igtatabang,cebuano
Australiana,tagalog
blow-out,ilocano
hangin,cebuano
plaso,tagalog
pagpumilitan,tagalog
bagóong,hiligaynon
adik,cebuano
katagalan,tagalog
palatutol,tagalog
baybayon,cebuano
kasayon,cebuano
bántud,hiligaynon
maluag,cebuano
pagluwas,cebuano
mayang-kosta,tagalog
sumuko,tagalog
kutubkutub,cebuano
páwis,cebuano
drama,tagalog
lákang,cebuano
pulupon,tagalog
antropolohiya,tagalog
gunot,tagalog
iyon,tagalog
umuy,cebuano
himughat,cebuano
panag-atbang,cebuano
rehimyento,tagalog
cheat,ilocano
pagdurunung-dunungan,tagalog
kapritso,tagalog
sikóktot,hiligaynon
pirihisyu,cebuano
palupuhan,tagalog
sida,cebuano
ayay,cebuano
magmartsa,tagalog
mimic,ilocano
mamualan,tagalog
sugo,tagalog
nyurítu,cebuano
paghati-hatiin,tagalog
madilaw,tagalog
dút,cebuano
batoláng,hiligaynon
kukob,tagalog
Ba,tagalog
admire,ilocano
magkalayu-layo,tagalog
botanika,tagalog
kutu,cebuano
hinámbit,hiligaynon
lunlun,cebuano
kakuti,cebuano
nurtitiious,ilocano
"sákpan, etc.",hiligaynon
plásing,cebuano
pagpaayo,cebuano
pagmultahin,tagalog
lamdag,cebuano
magkapalad,tagalog
kahasol,cebuano
alangíing,cebuano
bandu,cebuano
pamatay-bisa,tagalog
bat-ólan,hiligaynon
retain,ilocano
himog kopya,cebuano
túl,cebuano
atupagin,tagalog
pardun,cebuano
rapsodya,tagalog
tipanu,cebuano
pagpapatotoo,tagalog
makinig,tagalog
sígo,hiligaynon
súman,hiligaynon
indyiksiyun,cebuano
paling,tagalog
bangun,cebuano
magmuni,tagalog
tabinás,hiligaynon
beefsteak,ilocano
maharlika,tagalog
lulinghayaw,cebuano
gahúm,hiligaynon
mag-antanda,tagalog
ayda,cebuano
buswat,cebuano
Erbiyum,tagalog
istutse,tagalog
púru,cebuano
magkakatay,tagalog
dril,tagalog
dato,tagalog
salimbay,tagalog
mása,cebuano
sapyor,cebuano
kayagangan,tagalog
biyudo,tagalog
kábi,cebuano
pangusin,tagalog
malipayon,cebuano
baláw,hiligaynon
sápdon,hiligaynon
langyaw,cebuano
ayudante,tagalog
biyologo,tagalog
batsíhì,cebuano
lehiyonaryo,tagalog
duwag,tagalog
optalmolohia,tagalog
magtapat,tagalog
dani,cebuano
dili hinog,cebuano
sayab,cebuano
mautok,cebuano
mag-atas,tagalog
áyam,cebuano
bygone,ilocano
restoration,ilocano
bihis,tagalog
maputla,tagalog
sa tradisyon,cebuano
tílik,cebuano
sóod,hiligaynon
sumara,tagalog
kabayranan,cebuano
unibersidad,tagalog
timaan,cebuano
sandakot,tagalog
wat,cebuano
magkuros,tagalog
panambal,cebuano
samàsamà,cebuano
"ambid, ambig",cebuano
paghihinaw,tagalog
pasung,cebuano
todos,tagalog
garóti,hiligaynon
sagalsalon,cebuano
makalima,tagalog
mawalan ng pag-asa,tagalog
hangos,cebuano
duldol,tagalog
panígù,cebuano
mangapos,tagalog
agianan,cebuano
partida,tagalog
dalan,cebuano
pulsuhan,tagalog
may utang,cebuano
dapat sisihin,tagalog
paghilo,cebuano
hikap,cebuano
itabi,tagalog
paninduton,cebuano
katipon,cebuano
tibobos,tagalog
rábo,hiligaynon
pledge,ilocano
damayan,tagalog
basyaw,cebuano
magpang-abot,tagalog
mamumulong,tagalog
mambabalagtas,tagalog
uban,tagalog
tagudtud,cebuano
several,ilocano
ala una,cebuano
kahanga-hangang gawa,tagalog
sirbilyíta,cebuano
huklay,tagalog
mahatungod sa Mason,cebuano
ikabilibid,tagalog
ibaling,tagalog
kulongon,cebuano
lagdaanong pulong,cebuano
pagkupot,cebuano
pagpapatalastas,tagalog
chocolate,tagalog
ánas,cebuano
kritikal,cebuano
matimbang,tagalog
kahangay,cebuano
paghari,cebuano
bungkul,cebuano
kilates,tagalog
ama ng tahanan,tagalog
labnog,tagalog
batang-pulot,tagalog
dust,ilocano
ingkuwintru,cebuano
pabaitin,tagalog
Aro,tagalog
rímpwal,hiligaynon
magtinda-tinda,tagalog
parot,cebuano
ampiyon,tagalog
pagdagit,cebuano
butakal,cebuano
mantalágà,cebuano
masiste,tagalog
tunel,tagalog
kabangkaagan,cebuano
kampeon,tagalog
metaliko,tagalog
pantuos,tagalog
a,ilocano
biakin,tagalog
kumubli-kubli,tagalog
pahibalo,cebuano
paghagit,cebuano
irihinsiya,cebuano
temptation,ilocano
sumilaw,tagalog
dyinuwin,cebuano
payanpayan,cebuano
gutgot,tagalog
magkudlit,tagalog
lukbot,tagalog
higtan,tagalog
krutsítis,cebuano
saklaw,cebuano
hinámput,hiligaynon
survey,ilocano
singkamut,cebuano
ridyun,cebuano
pakupak,cebuano
malawig,tagalog
mestiso,tagalog
sekretaryo,tagalog
lugpit,cebuano
talaorasan,tagalog
matagalan,tagalog
resin,tagalog
kinalya,cebuano
insentibo,tagalog
alternatibo,tagalog
pus-un,cebuano
dalaga,cebuano
turun,cebuano
siga,cebuano
panghal,tagalog
pagbuho,cebuano
wala'y kahadlok,cebuano
diriyot,cebuano
lúngì,cebuano
magpapanis,tagalog
paitoy-itoy,cebuano
súm,cebuano
bladder,ilocano
tampa,tagalog
umingit,tagalog
itakas,tagalog
hiwalay,tagalog
ilandang,tagalog
tabangan,tagalog
dili bililhon,cebuano
kawad-on,cebuano
naghihingalo,tagalog
tisudin,tagalog
diskanso,cebuano
kangaya,cebuano
modako,cebuano
sángyà,hiligaynon
balatian,cebuano
ginabaan,cebuano
síbid,hiligaynon
pagsugod,tagalog
damba,tagalog
nangudlot,cebuano
baláyhan,hiligaynon
guard,ilocano
luyat,cebuano
aríba,cebuano
bár,cebuano
magtutudlo,cebuano
may-bulaklak,tagalog
pituk,cebuano
puli,cebuano
magmamando,cebuano
hanbag,cebuano
pagantso,tagalog
torneo,tagalog
ekipahe,tagalog
rilos,tagalog
organista,tagalog
agapan,tagalog
paghumol,cebuano
kaulay,cebuano
panaglpon,cebuano
iklipsi,cebuano
simik,cebuano
bíntan,hiligaynon
pagkalugod,tagalog
nagagilaw,cebuano
gusaling panghukuman,tagalog
gisádo,hiligaynon
nana,cebuano
mahunahunaon,cebuano
tigkuha sa butang sa uban,cebuano
kimis,tagalog
palaisdaan,tagalog
takiang,cebuano
publish,ilocano
litiliti,cebuano
dagabdab,tagalog
konsul,tagalog
puluputan,tagalog
makaranggo,tagalog
maghilahod,tagalog
kaniya,cebuano
sang-ayon,tagalog
tawo,cebuano
kabuyaan,tagalog
pungal,cebuano
isabong,tagalog
pagkatawa,cebuano
putong,cebuano
takos,cebuano
maghapunan,tagalog
iyagak,cebuano
higára,hiligaynon
burot,cebuano
iba-ibahin,tagalog
paternal,ilocano
ikid-íkid,cebuano
explore,ilocano
kararatnan,tagalog
kasabwatan,tagalog
tsoriso,tagalog
botas,tagalog
pagkalider,tagalog
sarado,tagalog
salimbayan,tagalog
daog,cebuano
"húndan, húndon",hiligaynon
yílu bil,cebuano
mokuhag,cebuano
magtutudlo,cebuano
tumungo,tagalog
alo-alo,cebuano
pritong itlog,tagalog
nababatid,tagalog
matinta,tagalog
pagtagbaw,cebuano
puno,cebuano
kaanyuan,tagalog
isama,tagalog
pag-liksi,cebuano
komentaryo,tagalog
bilin,tagalog
iltur,cebuano
antiklina,tagalog
kulánap,cebuano
intrisáli,cebuano
magkaaway,tagalog
tibuláag,cebuano
dráma,cebuano
pákaw,cebuano
estrada,tagalog
kamatuoran,cebuano
impirmarya,tagalog
ila,cebuano
ganyan,tagalog
ulínggan,hiligaynon
lansang,cebuano
súmsum,hiligaynon
walang-bahid,tagalog
pasta,cebuano
súmong,hiligaynon
hurar,cebuano
súngkit,hiligaynon
pinag-amahan,tagalog
pakumusta,tagalog
kalapoy,cebuano
pisyu,cebuano
tanang butang,cebuano
paliháru,cebuano
kabatid,cebuano
pinggan mga gamay,cebuano
tatluhin,tagalog
nagmamahinhin,tagalog
magdulot,tagalog
mananawad,tagalog
balibago,tagalog
pagdama,tagalog
pasta,cebuano
kasal sa huwes,tagalog
ang-ang,cebuano
demonyo,tagalog
kapalaran,cebuano
bayad,cebuano
pagtudlo,cebuano
pag-apula,tagalog
hiktin,cebuano
kamo,cebuano
dive,ilocano
lubítus,cebuano
pasambahin,tagalog
sáup,cebuano
Kurukya,tagalog
gráma,hiligaynon
paglalaway,tagalog
uma,cebuano
pagkaklasipika,tagalog
langis ng bakalaw,tagalog
taghatod,cebuano
bayinti,cebuano
Heto!,tagalog
púg,cebuano
mahirati,tagalog
banoy,tagalog
mattress,tagalog
balaod,cebuano
bumuhay,tagalog
kanal,tagalog
tamlay,tagalog
katumbas,cebuano
batakán,hiligaynon
kamba,cebuano
abay,cebuano
maskara,cebuano
sakit ng ngipin,tagalog
pamasko,tagalog
magkulapol,tagalog
bugnaw,cebuano
kalataw-anan,cebuano
luotan,cebuano
magsumbal,tagalog
makatakas,tagalog
sorók-sorók,hiligaynon
ibanghay,tagalog
noong una,tagalog
pasimundan,tagalog
trisuríra,cebuano
hirap,tagalog
payipoy,tagalog
muddle,ilocano
pencil,ilocano
daghong,cebuano
brongkonyumonya,tagalog
magsangkap,tagalog
magpaalun-alon,tagalog
makipamayan,tagalog
tambag,cebuano
mangibang-bayan,tagalog
pagmaniho,cebuano
ngapos,tagalog
bantugan,cebuano
makaubos,tagalog
tigum,cebuano
pisára,cebuano
interesado,tagalog
maidagdag,tagalog
habit,tagalog
katlabi,tagalog
hidrogeno,tagalog
bayáw-báyaw,hiligaynon
salúgsug,hiligaynon
bilakà,cebuano
pausab,cebuano
lolo,cebuano
hulam,cebuano
baling na dagitab,tagalog
pagpasagad,cebuano
kahahantungan,tagalog
langgíta,cebuano
han-uk,cebuano
alak,cebuano
lamoy,cebuano
kamatutoan,cebuano
magdaluhungan,tagalog
"hímu, hímù",cebuano
partihan,tagalog
espesyalidad,tagalog
bun-og,cebuano
tadyùtù,cebuano
pagpanakit,cebuano
pagkukuli,tagalog
tilalay,tagalog
batasan,cebuano
tunog,cebuano
bahayón,hiligaynon
lilok,cebuano
pagpuproklama,tagalog
buntunan,tagalog
hostile,ilocano
baksin,tagalog
puntil sa salapi,cebuano
kunsul,cebuano
sumisid,tagalog
mag-entra,tagalog
paggilaw,cebuano
hurt,ilocano
pag-inamo,cebuano
ipapasko,tagalog
pinuhin,tagalog
mangunang-bait,tagalog
masaklaw,tagalog
tigpangda,cebuano
katalaghayan,tagalog
tubo sa buhis,cebuano
suliran,cebuano
pagbabakay,tagalog
irad,cebuano
pag-iiba-iba,tagalog
hamak,tagalog
rill,ilocano
pabrika,cebuano
pamaraanan,tagalog
mapamasol,tagalog
kulawit,tagalog
kagulangan,tagalog
magpasikut-sikot,tagalog
balatungol,cebuano
lukulok,tagalog
mga sinulat,cebuano
magsabuyan,tagalog
dali,cebuano
kaayusang buntalain,tagalog
sikiting,tagalog
kapayas,cebuano
pagpusas,cebuano
pisi,cebuano
isapuso,tagalog
mabanas,tagalog
umaabot,cebuano
kaadelantaduhan,tagalog
pagtawid,tagalog
organisar,cebuano
habolan,cebuano
talaro,tagalog
daong,tagalog
magkana,tagalog
balian,tagalog
bungangkahoy,tagalog
ishay,tagalog
lamúgay,cebuano
trápu,cebuano
ilahad,tagalog
grassy,ilocano
labis na kalayaan,tagalog
lábu,cebuano
makita,cebuano
kabanayan,cebuano
kayapala,tagalog
drams,cebuano
pukpok,tagalog
kalubhaan,tagalog
tigpatanto,cebuano
higasbut,cebuano
subón,hiligaynon
Kabatáang Makabáyan,cebuano
busog pag-ayo,cebuano
kupog,cebuano
salambaw,tagalog
pagpisil,tagalog
bitag,tagalog
mabiyuda,tagalog
automobil,tagalog
dako kaayo,cebuano
third,ilocano
diyosnon,cebuano
hítad,cebuano
pustorawo,cebuano
itsa,cebuano
garagadáng,hiligaynon
dili masayop,cebuano
uban,cebuano
aktres,tagalog
dakil,tagalog
ambak,cebuano
higda,cebuano
tigayun,cebuano
nguyunguyu,cebuano
bayukut,cebuano
rimarim,tagalog
pakibutin,tagalog
lílas,cebuano
"blakmil, blakmíling",cebuano
butakál,hiligaynon
tamsi,cebuano
bomba,cebuano
mukha,tagalog
"buguk, búguk",cebuano
magmalaki,tagalog
sagpak,tagalog
maglalaba,tagalog
magkataon,tagalog
magsuksok sa baraha,tagalog
dwendihon,cebuano
wásing,cebuano
panulat,tagalog
ang,tagalog
kahilum,cebuano
sagáid,hiligaynon
hindi iniintindi,tagalog
sámò,hiligaynon
gahom,cebuano
massacre,ilocano
subo,tagalog
buson,tagalog
meritorious,ilocano
hingasing,tagalog
lúmut,cebuano
takúkung,cebuano
pulitiku,cebuano
tayaon,cebuano
"utnga, utngà",cebuano
kilatisin,tagalog
mabalhin,cebuano
kahol,tagalog
kondom,cebuano
ambagan,tagalog
alangaang,tagalog
kagubot,cebuano
mga winasa,cebuano
kandádu,cebuano
birtkuntrul,cebuano
bayranan,cebuano
naunsa,cebuano
pang-epekto,tagalog
paglarawan,cebuano
pahula,tagalog
tinuod,cebuano
bisan kanus-a,cebuano
riverside,ilocano
dilawan,tagalog
conqueror,ilocano
pagpapalubag,tagalog
shaft,ilocano
pagkamakaako,tagalog
magpabansag,tagalog
dità,cebuano
Arabika-ko,tagalog
kagul-anan,cebuano
hiringga,cebuano
pagkahapay,tagalog
súpas,cebuano
lumanta,tagalog
araw-gabi,tagalog
hinayang dagan,cebuano
ganadero,tagalog
pagsilpi,cebuano
mapalit,cebuano
panamilit,cebuano
adhikain,tagalog
kahadlok,cebuano
indiyan híd,cebuano
pirat,tagalog
ayhà,cebuano
uplift,ilocano
saylopon,tagalog
mean,ilocano
pagbulatlat,tagalog
umukyabit,tagalog
pilolohiya,tagalog
solisitud,cebuano
bahà,cebuano
matulog,tagalog
"paminti, pamintì",cebuano
wire,ilocano
lumabo,tagalog
sintas ng sapatos,tagalog
paghanduraw,cebuano
tukul,cebuano
báhu,cebuano
kastigador,tagalog
nislagan,cebuano
timbog,tagalog
pamumunini,tagalog
unsa dihang butang,cebuano
pagnid,cebuano
scattered,ilocano
pagkabali,tagalog
punggian,tagalog
sapidpid,cebuano
sakup,cebuano
kirída,cebuano
hanlas,cebuano
panginginig,tagalog
sementuhin,tagalog
krus,cebuano
bungsud,cebuano
audana,cebuano
sastrirya,tagalog
tungdan,cebuano
bátak,cebuano
katinuoran,cebuano
bumitak,tagalog
bayli,cebuano
bukbukin,tagalog
turok,tagalog
kawalang-habas,tagalog
hilahiran,tagalog
ihirsitu,cebuano
magkahalo,tagalog
magbulong,tagalog
sumping,tagalog
angkupan,tagalog
kunul,cebuano
panunudla,tagalog
intru,cebuano
herd n.,ilocano
kumpis,tagalog
medyanotse,tagalog
mapiog,cebuano
maliwag,tagalog
nakatunganga,tagalog
maimpok,tagalog
paglisang,cebuano
karawitan,tagalog
pangguun,cebuano
"kalkulu, kalkúlu",cebuano
pautal-utal,tagalog
desperate,ilocano
pandinig,tagalog
kultibado,tagalog
around,ilocano
usa,cebuano
tagamana,tagalog
pang-iwang,tagalog
buyon,tagalog
pakabundatin,tagalog
pagkat,tagalog
dangilag,cebuano
hibalo,cebuano
natitigilan,tagalog
kárag,cebuano
labaw,cebuano
butlig,tagalog
fill,ilocano
batirplay urkids,cebuano
pagkakatalaga,tagalog
bunga,tagalog
pagbiya,cebuano
benyal,tagalog
pinuy,cebuano
kahadlok,cebuano
magsahig,tagalog
kamu,cebuano
pasapo,tagalog
suskribir,cebuano
banyágà,cebuano
pamumula ng mukha,tagalog
asiráwu,cebuano
iníma,cebuano
kukunan,tagalog
ikaway,tagalog
eksperiment,tagalog
pahintu-hinto,tagalog
liksihan,tagalog
giwâ,hiligaynon
kapurulan,tagalog
turista,tagalog
pautang,cebuano
punong-lunsod,tagalog
kawalang-bisa,tagalog
botikarya,tagalog
kundíman,cebuano
papagtakhin,tagalog
bioleta,tagalog
pag-urong,tagalog
"sandanay, sandanun",cebuano
kumpaníya,cebuano
museo,tagalog
guláng,hiligaynon
mapag-iring,tagalog
dis-iridar,cebuano
síra,hiligaynon
panukatan,tagalog
sinimana,cebuano
mabagot,tagalog
butad,cebuano
sangputanan,cebuano
bililhang,cebuano
lundagan,tagalog
huboy,cebuano
lapat,cebuano
piligru,cebuano
matibag,tagalog
imik,cebuano
last,cebuano
society,ilocano
táman,cebuano
pagkamaramdamin,tagalog
salok,tagalog
kadiyutayan,cebuano
tusok,tagalog
bistida,cebuano
magkahalili,tagalog
oddity,ilocano
q,hiligaynon
túga,cebuano
taksimiter,tagalog
hilagpos,tagalog
kulating,tagalog
mas taas,cebuano
bigay,cebuano
kaalam,cebuano
palmíra,cebuano
salabáy,hiligaynon
aksiyon,tagalog
yata,tagalog
magluwag,tagalog
ráhay,hiligaynon
galít,hiligaynon
pagpakugang,cebuano
ulúron,hiligaynon
kabuntisan,tagalog
may sayup,cebuano
ngiti,tagalog
dúm,cebuano
pikì,cebuano
tagapagdikta,tagalog
ipagpalagay,tagalog
tapsing,cebuano
kreyon,tagalog
sághaw,hiligaynon
kamote nga kahuy,cebuano
pagkayod,tagalog
dughù,cebuano
libereysyon,tagalog
kunang muli,tagalog
tistis,cebuano
danlug,cebuano
aranya,tagalog
kolehiyo,cebuano
sabot,cebuano
múmug,cebuano
tsíkir,cebuano
talban,tagalog
lababo,cebuano
pagsidlak,cebuano
send-off,ilocano
pagkawing-kawingin,tagalog
sikulatihan,tagalog
hataas nga punoan,cebuano
mga mag-aawit sa simbahar,cebuano
dalya,tagalog
numeto,tagalog
taan,tagalog
paslak,cebuano
umaw-aw,tagalog
istudiyu,cebuano
laylayan,tagalog
tagiptip,cebuano
sagún-ot,hiligaynon
mapandusta,tagalog
iskursyunista,tagalog
kátù,cebuano
dalag-dalag,cebuano
di-maramdamin,tagalog
pagkagis,cebuano
hátì,cebuano
di-marapat,tagalog
káping,cebuano
magsigang,tagalog
pukan,cebuano
path,ilocano
suplador,tagalog
pamimitagan,tagalog
dinaliang dalan,cebuano
tangkol,cebuano
sagutin,tagalog
mapag-imbento,tagalog
kataka-takang-gawa,tagalog
amakin,tagalog
pagtahud,cebuano
race track,ilocano
pagpupulon,tagalog
tingog,cebuano
gato,cebuano
krimson,tagalog
wala pa,cebuano
venerable,ilocano
segída,hiligaynon
kapanganakan,cebuano
buntong-hininga,tagalog
apapángig,cebuano
sa,cebuano
lampungan,tagalog
ipagbunganga,tagalog
kongresista,cebuano
kagà,cebuano
bagaw,cebuano
pagtamay,cebuano
hayuhay,tagalog
hard,ilocano
panibago,tagalog
tinaw,cebuano
hinigayon,cebuano
rekomendado,tagalog
grow,ilocano
sagupon,cebuano
tung-uy,cebuano
búsaw,hiligaynon
giurog,cebuano
naroroon,tagalog
kadugo,tagalog
gumaspang,tagalog
yariin,tagalog
saliko,cebuano
paksiyun,cebuano
kaluho,cebuano
tabunan,tagalog
thorn,ilocano
padaghan,cebuano
pagkawalang-malay,tagalog
pasabugin,tagalog
halangdon,cebuano
pumilantik,tagalog
duaw,cebuano
tuntong,tagalog
lupakin,tagalog
paglain,cebuano
bulalo,tagalog
dumanas,tagalog
huáran,hiligaynon
soda,tagalog
gutgutin,tagalog
mabudhion,cebuano
Antartiko,tagalog
pagyagubyob,cebuano
ripíki,cebuano
sablag,cebuano
pagbayaw,cebuano
pagpipilit,tagalog
dugdug,cebuano
malinis,cebuano
palad,cebuano
aralan,tagalog
kalyehon,tagalog
tiklis,tagalog
trumpeta,tagalog
nagliko-liko,cebuano
banáta,hiligaynon
mas mabaw,cebuano
dili kapahulay,cebuano
paniktik,tagalog
matinud anon,cebuano
matansa,cebuano
bayó-báyo,hiligaynon
discover,ilocano
wala'y buhok,cebuano
nilutong itlog ng binati,tagalog
kinaluoy,cebuano
sa dili pa,cebuano
palus,cebuano
agianang piot,cebuano
bigkílan,hiligaynon
pagtudlo,cebuano
takinhud,cebuano
corner,ilocano
barirá,hiligaynon
namatikdan,cebuano
magburlas,tagalog
kabisdak,cebuano
plague,ilocano
diskási,cebuano
probeyson,tagalog
túga,cebuano
lumangitngit,tagalog
bíring,cebuano
salbahis nga bata,cebuano
liyamada,tagalog
makipag-inuman,tagalog
dispusisiyun,cebuano
gatasan,tagalog
hayag,cebuano
kulismaot,cebuano
pumalo,tagalog
lapyat,cebuano
tubigan,tagalog
bakasi,cebuano
kaguol,cebuano
etimolohiya,tagalog
pagsagip sa dagat,tagalog
hídlaw,hiligaynon
banyak,cebuano
lungkot,tagalog
pagkonsulta,tagalog
makakapoy,cebuano
kapulisan,cebuano
pagbabataw,tagalog
gústo,hiligaynon
tagmaneho,cebuano
pansayan,cebuano
ság-id,hiligaynon
magpaputi,tagalog
siguruhan,tagalog
hírup,hiligaynon
kamúhuy,cebuano
kalingawan,cebuano
apil,cebuano
báwis,cebuano
magkareta,tagalog
háron,hiligaynon
paraanan,tagalog
pagpanalipod,cebuano
uguy,cebuano
"batiri, batiríya",cebuano
sáble,hiligaynon
bútiog,hiligaynon
pagdiktar,cebuano
sanípa,cebuano
húkmong,hiligaynon
untol,tagalog
halay,cebuano
malikayon,cebuano
bawbu,cebuano
kalimitan,tagalog
sikologo,tagalog
magpaliwanag,tagalog
mapanalungat,tagalog
maalaala,tagalog
giring,cebuano
di-makasasama,tagalog
balángas,cebuano
kaimbabawan,tagalog
Plorin,tagalog
sayhanan,cebuano
bumarik,tagalog
maagaw,tagalog
kontador,tagalog
laroy,tagalog
pagluluwat,tagalog
ubáy,hiligaynon
kaaliwan,tagalog
muntúra,cebuano
Dominiko,tagalog
limong-limong,cebuano
tural,cebuano
báhì,cebuano
húmog,hiligaynon
magsindi,tagalog
pansindi,tagalog
hawanan,tagalog
pasimuno,tagalog
kinke,tagalog
wala maigo,cebuano
sinapupunan,tagalog
hibilya,cebuano
ísug,cebuano
kettle,ilocano
magparikonosi,tagalog
piglas,tagalog
tunghaan,cebuano
destilador,tagalog
lak-ang,cebuano
tapa,tagalog
semipaynal,tagalog
istoryahan,tagalog
makiliti,tagalog
hulhog,cebuano
ngiyaw,tagalog
paglapat,tagalog
ambisyoso,tagalog
rigid,ilocano
bagin,tagalog
makaganti,tagalog
kabubo,tagalog
debosyonaryo,tagalog
sa usang adlaw,cebuano
kulambo,tagalog
ipadampot,tagalog
dilaan,tagalog
darag-is,tagalog
kulang,cebuano
litù,cebuano
magkakapantay,tagalog
punggi,tagalog
sikip,tagalog
pasalig,cebuano
huyop,cebuano
kahiyang,tagalog
labhak,cebuano
dagitabbalani,tagalog
di na matatawaran,tagalog
maglalabanos,tagalog
tipukù,cebuano
bombilya,cebuano
kagawasan,cebuano
hilingapusón,hiligaynon
walang-galang,tagalog
bála,cebuano
galgal,cebuano
manilaw-nilaw,tagalog
namnamin,tagalog
pumitlag,tagalog
tinggalung,cebuano
sa lugal ng/ni,tagalog
hunong pagpasuso,cebuano
bulunál,hiligaynon
hinalagán,hiligaynon
mapiskay,cebuano
bayote,cebuano
halik,cebuano
nominasyon,tagalog
kaníya,cebuano
selyo,cebuano
gloom,ilocano
kinatas-an,cebuano
tuwid,tagalog
gupitan,tagalog
pamatasan,cebuano
sparrow,ilocano
saráksákan,hiligaynon
piging,tagalog
magpakinang,tagalog
mineralohiya,tagalog
note,ilocano
labáha,cebuano
tukain,tagalog
bakpey,tagalog
